Symbol,Date,Open,High,Low,Close,Volume
AXU,04-Sep-2015,0.32,0.33,0.3,0.31,175500
AXU,07-Sep-2015,0.31,0.31,0.31,0.31,0
AXU,08-Sep-2015,0.31,0.33,0.3,0.33,98000
AXU,09-Sep-2015,0.33,0.33,0.31,0.32,57400
AXU,10-Sep-2015,0.33,0.33,0.32,0.32,36900
AXU,11-Sep-2015,0.31,0.33,0.31,0.33,36500
AXU,14-Sep-2015,0.33,0.35,0.32,0.35,82600
AXU,15-Sep-2015,0.35,0.35,0.34,0.34,16300
AXU,16-Sep-2015,0.35,0.41,0.34,0.41,460200
AXU,17-Sep-2015,0.4,0.5,0.35,0.49,855000
AXU,18-Sep-2015,0.49,0.49,0.44,0.46,273800
AXU,21-Sep-2015,0.46,0.48,0.43,0.46,291600
AXU,22-Sep-2015,0.45,0.46,0.42,0.42,204900
AXU,23-Sep-2015,0.43,0.44,0.43,0.44,92900
AXU,24-Sep-2015,0.43,0.47,0.43,0.46,162200
AXU,25-Sep-2015,0.45,0.47,0.42,0.46,131700
AXU,28-Sep-2015,0.46,0.47,0.42,0.42,91700
AXU,29-Sep-2015,0.43,0.44,0.42,0.43,78300
AXU,30-Sep-2015,0.43,0.44,0.38,0.4,383700
AXU,01-Oct-2015,0.4,0.42,0.4,0.41,57900
AXU,02-Oct-2015,0.42,0.44,0.42,0.44,155100
AXU,05-Oct-2015,0.45,0.48,0.42,0.48,211600
AXU,06-Oct-2015,0.48,0.48,0.45,0.47,256000
AXU,07-Oct-2015,0.48,0.48,0.45,0.46,47700
AXU,08-Oct-2015,0.46,0.49,0.46,0.48,122500
AXU,09-Oct-2015,0.49,0.5,0.48,0.5,260100
AXU,12-Oct-2015,0.52,0.55,0.51,0.51,169000
AXU,13-Oct-2015,0.5,0.51,0.47,0.48,111300
AXU,14-Oct-2015,0.49,0.51,0.49,0.5,147300
AXU,15-Oct-2015,0.51,0.51,0.49,0.49,134500
AXU,16-Oct-2015,0.5,0.52,0.5,0.5,154700
AXU,19-Oct-2015,0.5,0.51,0.46,0.47,228800
AXU,20-Oct-2015,0.46,0.49,0.44,0.47,119200
AXU,21-Oct-2015,0.47,0.48,0.46,0.47,53100
AXU,22-Oct-2015,0.48,0.5,0.46,0.48,41700
AXU,23-Oct-2015,0.49,0.51,0.48,0.49,69300
AXU,26-Oct-2015,0.49,0.5,0.48,0.48,34400
AXU,27-Oct-2015,0.48,0.5,0.48,0.48,50700
AXU,28-Oct-2015,0.49,0.51,0.48,0.49,198300
AXU,29-Oct-2015,0.49,0.5,0.48,0.49,143000
AXU,30-Oct-2015,0.49,0.49,0.47,0.48,100400
AXU,02-Nov-2015,0.49,0.5,0.47,0.5,90800
AXU,03-Nov-2015,0.49,0.49,0.47,0.48,101200
AXU,04-Nov-2015,0.49,0.49,0.45,0.47,126800
AXU,05-Nov-2015,0.47,0.47,0.44,0.46,109400
AXU,06-Nov-2015,0.45,0.45,0.42,0.44,95600
AXU,09-Nov-2015,0.42,0.42,0.41,0.41,137500
AXU,10-Nov-2015,0.41,0.42,0.4,0.4,81100
AXU,11-Nov-2015,0.4,0.41,0.4,0.41,41900
AXU,12-Nov-2015,0.4,0.4,0.34,0.36,331600
AXU,13-Nov-2015,0.37,0.37,0.35,0.37,66100
AXU,16-Nov-2015,0.38,0.38,0.33,0.36,64100
AXU,17-Nov-2015,0.36,0.36,0.34,0.34,106300
AXU,18-Nov-2015,0.34,0.37,0.34,0.35,63900
AXU,19-Nov-2015,0.36,0.37,0.36,0.36,296300
AXU,20-Nov-2015,0.37,0.37,0.35,0.37,21900
AXU,23-Nov-2015,0.36,0.36,0.35,0.35,40000
AXU,24-Nov-2015,0.36,0.36,0.34,0.34,137100
AXU,25-Nov-2015,0.35,0.36,0.34,0.36,217400
AXU,26-Nov-2015,0.36,0.36,0.36,0.36,0
AXU,27-Nov-2015,0.36,0.36,0.34,0.34,179300
AXU,30-Nov-2015,0.34,0.35,0.34,0.34,106800
AXU,01-Dec-2015,0.35,0.35,0.34,0.34,96300
AXU,02-Dec-2015,0.35,0.35,0.33,0.35,63100
AXU,03-Dec-2015,0.34,0.35,0.34,0.34,51800
AXU,04-Dec-2015,0.35,0.37,0.34,0.35,195000
AXU,07-Dec-2015,0.38,0.38,0.35,0.36,228300
AXU,08-Dec-2015,0.36,0.37,0.33,0.34,82000
AXU,09-Dec-2015,0.34,0.35,0.32,0.32,98200
AXU,10-Dec-2015,0.33,0.34,0.32,0.32,179900
AXU,11-Dec-2015,0.33,0.34,0.32,0.33,117300
AXU,14-Dec-2015,0.34,0.34,0.32,0.32,165700
AXU,15-Dec-2015,0.36,0.36,0.32,0.32,105800
AXU,16-Dec-2015,0.34,0.36,0.34,0.34,162100
AXU,17-Dec-2015,0.33,0.33,0.31,0.32,146500
AXU,18-Dec-2015,0.31,0.33,0.31,0.33,36400
AXU,21-Dec-2015,0.33,0.34,0.32,0.34,122400
AXU,22-Dec-2015,0.34,0.36,0.34,0.35,255200
AXU,23-Dec-2015,0.35,0.38,0.35,0.37,149200
AXU,24-Dec-2015,0.38,0.39,0.37,0.37,70900
AXU,25-Dec-2015,0.37,0.37,0.37,0.37,0
AXU,28-Dec-2015,0.37,0.41,0.37,0.38,112300
AXU,29-Dec-2015,0.38,0.39,0.36,0.36,145400
AXU,30-Dec-2015,0.38,0.38,0.35,0.35,208100
AXU,31-Dec-2015,0.35,0.36,0.33,0.34,263600
AXU,01-Jan-2016,0.34,0.34,0.34,0.34,0
AXU,04-Jan-2016,0.34,0.35,0.34,0.35,271400
AXU,05-Jan-2016,0.37,0.37,0.34,0.35,78500
AXU,06-Jan-2016,0.35,0.36,0.34,0.35,104200
AXU,07-Jan-2016,0.34,0.35,0.34,0.34,120300
AXU,08-Jan-2016,0.35,0.35,0.34,0.34,87400
AXU,11-Jan-2016,0.35,0.35,0.33,0.33,99200
AXU,12-Jan-2016,0.33,0.33,0.31,0.31,128600
AXU,13-Jan-2016,0.32,0.33,0.31,0.31,52400
AXU,14-Jan-2016,0.32,0.32,0.3,0.31,79200
AXU,15-Jan-2016,0.31,0.32,0.31,0.32,96400
AXU,18-Jan-2016,0.32,0.32,0.32,0.32,0
AXU,19-Jan-2016,0.33,0.33,0.22,0.28,702800
AXU,20-Jan-2016,0.29,0.29,0.27,0.29,489300
AXU,21-Jan-2016,0.29,0.36,0.28,0.34,410200
AXU,22-Jan-2016,0.33,0.34,0.33,0.33,217700
AXU,25-Jan-2016,0.33,0.35,0.32,0.34,130100
AXU,26-Jan-2016,0.35,0.4,0.35,0.39,534300
AXU,27-Jan-2016,0.39,0.4,0.38,0.39,199400
AXU,28-Jan-2016,0.4,0.4,0.35,0.36,371600
AXU,29-Jan-2016,0.37,0.38,0.36,0.38,150700
AXU,01-Feb-2016,0.37,0.41,0.37,0.4,140100
AXU,02-Feb-2016,0.38,0.4,0.37,0.37,67800
AXU,03-Feb-2016,0.38,0.4,0.37,0.39,205800
AXU,04-Feb-2016,0.41,0.44,0.4,0.43,362800
AXU,05-Feb-2016,0.43,0.46,0.41,0.46,305800
AXU,08-Feb-2016,0.47,0.54,0.47,0.49,444800
AXU,09-Feb-2016,0.5,0.52,0.48,0.48,313700
AXU,10-Feb-2016,0.48,0.52,0.47,0.51,233700
AXU,11-Feb-2016,0.55,0.6,0.54,0.59,532200
AXU,12-Feb-2016,0.59,0.67,0.55,0.67,555600
AXU,15-Feb-2016,0.67,0.67,0.67,0.67,0
AXU,16-Feb-2016,0.63,0.66,0.6,0.64,549300
AXU,17-Feb-2016,0.65,0.73,0.64,0.7,509900
AXU,18-Feb-2016,0.7,0.83,0.67,0.78,676100
AXU,19-Feb-2016,0.8,0.82,0.68,0.76,529300
AXU,22-Feb-2016,0.71,0.73,0.62,0.68,418300
AXU,23-Feb-2016,0.68,0.72,0.66,0.69,220700
AXU,24-Feb-2016,0.71,0.75,0.71,0.73,404100
AXU,25-Feb-2016,0.74,0.74,0.71,0.74,164600
AXU,26-Feb-2016,0.73,0.74,0.69,0.7,264800
AXU,29-Feb-2016,0.69,0.74,0.68,0.72,318100
AXU,01-Mar-2016,0.71,0.71,0.64,0.67,171100
AXU,02-Mar-2016,0.67,0.69,0.64,0.69,199600
AXU,03-Mar-2016,0.69,0.74,0.67,0.73,203900
AXU,04-Mar-2016,0.73,0.78,0.7,0.7,441500
AXU,07-Mar-2016,0.72,0.76,0.69,0.75,572800
AXU,08-Mar-2016,0.76,0.8,0.74,0.76,279800
AXU,09-Mar-2016,0.75,0.76,0.7,0.74,225000
AXU,10-Mar-2016,0.74,0.78,0.73,0.77,264200
AXU,11-Mar-2016,0.77,0.78,0.73,0.76,234000
AXU,14-Mar-2016,0.75,0.8,0.71,0.74,153600
AXU,15-Mar-2016,0.73,0.74,0.67,0.69,135600
AXU,16-Mar-2016,0.69,0.77,0.69,0.75,273700
AXU,17-Mar-2016,0.76,0.86,0.76,0.83,611300
AXU,18-Mar-2016,0.83,0.86,0.8,0.86,238400
AXU,21-Mar-2016,0.86,1,0.85,1,774500
AXU,22-Mar-2016,1.08,1.17,1.03,1.09,1398800
AXU,23-Mar-2016,1.04,1.06,1.01,1.04,799300
AXU,24-Mar-2016,1.02,1.02,0.86,1.01,657000
AXU,25-Mar-2016,1.01,1.01,1.01,1.01,0
AXU,28-Mar-2016,0.98,1.11,0.96,1,542600
AXU,29-Mar-2016,0.99,1.05,0.94,1.05,388100
AXU,30-Mar-2016,1.06,1.1,1,1.01,312900
AXU,31-Mar-2016,1.04,1.06,0.96,0.96,233300
AXU,01-Apr-2016,0.94,0.99,0.91,0.96,251300
AXU,04-Apr-2016,0.94,1,0.94,0.98,254700
AXU,05-Apr-2016,1,1,0.91,0.92,305900
AXU,06-Apr-2016,0.91,0.95,0.87,0.91,635400
AXU,07-Apr-2016,0.93,0.98,0.92,0.95,347000
AXU,08-Apr-2016,1,1.09,0.96,1.08,608800
AXU,11-Apr-2016,1.14,1.23,1.07,1.08,1078600
AXU,12-Apr-2016,1.11,1.12,1.06,1.08,456700
AXU,13-Apr-2016,1.07,1.07,1.01,1.03,564400
AXU,14-Apr-2016,1.03,1.04,0.97,1.01,275000
AXU,15-Apr-2016,1.02,1.06,1,1.05,333500
AXU,18-Apr-2016,1.06,1.09,1.05,1.09,666700
AXU,19-Apr-2016,1.19,1.22,1.16,1.18,945900
AXU,20-Apr-2016,1.2,1.28,1.13,1.14,1137700
AXU,21-Apr-2016,1.21,1.24,1.09,1.11,710000
AXU,22-Apr-2016,1.17,1.2,1.11,1.11,927300
AXU,25-Apr-2016,1.1,1.18,1.1,1.1,475500
AXU,26-Apr-2016,1.11,1.18,1.11,1.17,552800
AXU,27-Apr-2016,1.2,1.21,0.99,1.12,2193700
AXU,28-Apr-2016,1.12,1.2,1.1,1.2,758100
AXU,29-Apr-2016,1.22,1.3,1.21,1.26,969300
AXU,02-May-2016,1.31,1.31,1.2,1.22,713400
AXU,03-May-2016,1.21,1.25,1.16,1.17,643000
AXU,04-May-2016,1.17,1.23,1.1,1.16,622000
AXU,05-May-2016,1.17,1.22,1.14,1.21,382200
AXU,06-May-2016,1.21,1.26,1.18,1.23,396200
AXU,09-May-2016,1.21,1.21,1.11,1.15,469600
AXU,10-May-2016,1.15,1.19,1.13,1.19,217900
AXU,11-May-2016,1.21,1.26,1.18,1.23,470000
AXU,12-May-2016,1.15,1.23,1.14,1.18,403900
AXU,13-May-2016,1.18,1.18,1.15,1.17,254800
AXU,16-May-2016,1.19,1.23,1.18,1.22,366100
AXU,17-May-2016,1.23,1.42,1.23,1.4,1097000
AXU,18-May-2016,1.38,1.42,1.22,1.24,1080700
AXU,19-May-2016,1.18,1.24,1.12,1.23,1254200
AXU,20-May-2016,1.26,1.28,1.2,1.22,506100
AXU,23-May-2016,1.2,1.25,1.18,1.25,262300
AXU,24-May-2016,1.24,1.24,1.1,1.1,945600
AXU,25-May-2016,1.09,1.17,1.02,1.09,937400
AXU,26-May-2016,1.13,1.17,1.12,1.13,288800
AXU,27-May-2016,1.12,1.14,1.08,1.09,262300
AXU,30-May-2016,1.09,1.09,1.09,1.09,0
AXU,31-May-2016,1.07,1.11,1.03,1.07,587200
AXU,01-Jun-2016,1.12,1.12,1.03,1.05,329800
AXU,02-Jun-2016,1.05,1.09,1.04,1.06,259100
AXU,03-Jun-2016,1.11,1.22,1.1,1.19,645200
AXU,06-Jun-2016,1.2,1.27,1.2,1.27,453500
AXU,07-Jun-2016,1.27,1.28,1.19,1.19,330900
AXU,08-Jun-2016,1.32,1.36,1.27,1.31,728500
AXU,09-Jun-2016,1.31,1.38,1.28,1.36,501900
AXU,10-Jun-2016,1.39,1.4,1.3,1.3,388500
AXU,13-Jun-2016,1.34,1.38,1.28,1.29,370700
AXU,14-Jun-2016,1.29,1.29,1.21,1.25,314700
AXU,15-Jun-2016,1.26,1.33,1.25,1.29,393200
AXU,16-Jun-2016,1.35,1.44,1.28,1.38,1194500
AXU,17-Jun-2016,1.41,1.41,1.21,1.21,697900
AXU,20-Jun-2016,1.25,1.34,1.24,1.32,442700
AXU,21-Jun-2016,1.3,1.35,1.25,1.26,496600
AXU,22-Jun-2016,1.26,1.27,1.23,1.25,222300
AXU,23-Jun-2016,1.25,1.3,1.24,1.27,226300
AXU,24-Jun-2016,1.35,1.41,1.32,1.35,563400
AXU,27-Jun-2016,1.37,1.42,1.31,1.35,430800
AXU,28-Jun-2016,1.32,1.39,1.32,1.39,344300
AXU,29-Jun-2016,1.43,1.59,1.42,1.55,1209800
AXU,30-Jun-2016,1.56,1.66,1.51,1.63,1212000
AXU,01-Jul-2016,1.73,1.88,1.69,1.88,1418100
AXU,04-Jul-2016,1.88,1.88,1.88,1.88,0
AXU,05-Jul-2016,1.9,1.98,1.83,1.94,1299000
AXU,06-Jul-2016,1.98,1.99,1.75,1.84,1816900
AXU,07-Jul-2016,1.86,1.86,1.67,1.73,950700
AXU,08-Jul-2016,1.77,1.87,1.7,1.83,727000
AXU,11-Jul-2016,1.83,1.98,1.83,1.94,1092100
AXU,12-Jul-2016,1.97,1.97,1.83,1.87,923800
AXU,13-Jul-2016,1.93,2.05,1.88,2.04,779400
AXU,14-Jul-2016,1.97,2.07,1.91,2,751300
AXU,15-Jul-2016,1.99,2.02,1.88,1.92,577500
AXU,18-Jul-2016,1.92,1.92,1.86,1.9,392000
AXU,19-Jul-2016,1.88,1.88,1.68,1.75,877900
AXU,20-Jul-2016,1.65,1.69,1.56,1.63,1123500
AXU,21-Jul-2016,1.63,1.77,1.6,1.7,655400
AXU,22-Jul-2016,1.67,1.72,1.61,1.63,524600
AXU,25-Jul-2016,1.59,1.65,1.52,1.6,614500
AXU,26-Jul-2016,1.63,1.73,1.62,1.68,510800
AXU,27-Jul-2016,1.76,1.82,1.7,1.82,758200
AXU,28-Jul-2016,1.9,1.96,1.81,1.83,1152100
AXU,29-Jul-2016,1.91,1.93,1.85,1.91,559800
AXU,01-Aug-2016,1.91,1.97,1.86,1.96,583800
AXU,02-Aug-2016,2,2.2,1.99,2.13,1314800
AXU,03-Aug-2016,2.14,2.15,2.01,2.04,686900
AXU,04-Aug-2016,2.08,2.15,2.07,2.14,622200
AXU,05-Aug-2016,2.01,2.14,1.92,2.14,842000
AXU,08-Aug-2016,2.14,2.3,2.06,2.3,901100
AXU,09-Aug-2016,2.3,2.45,2.25,2.26,935400
AXU,10-Aug-2016,2.37,2.44,2.31,2.35,673100
AXU,11-Aug-2016,2.37,2.54,2.26,2.28,1307200
AXU,12-Aug-2016,2.37,2.43,2.19,2.22,809900
AXU,15-Aug-2016,2.24,2.38,2.22,2.38,797800
AXU,16-Aug-2016,2.46,2.46,2.27,2.3,801100
AXU,17-Aug-2016,2.26,2.36,2.05,2.17,1229100
AXU,18-Aug-2016,2.21,2.21,2.12,2.15,672400
AXU,19-Aug-2016,2.06,2.06,1.88,1.94,1653000
AXU,22-Aug-2016,1.91,2,1.83,1.97,1051300
AXU,23-Aug-2016,1.99,2.02,1.9,1.95,451300
AXU,24-Aug-2016,1.9,1.92,1.75,1.77,1248400
AXU,25-Aug-2016,1.74,1.91,1.74,1.85,722900
AXU,26-Aug-2016,1.93,2.04,1.82,1.87,1408000
AXU,29-Aug-2016,1.87,1.94,1.8,1.91,484300
AXU,30-Aug-2016,1.91,1.92,1.72,1.78,565500
AXU,31-Aug-2016,1.75,1.79,1.62,1.68,991200
AXU,01-Sep-2016,1.67,1.85,1.65,1.84,604300
AXU,02-Sep-2016,1.9,2.05,1.84,1.96,861000
AXU,05-Sep-2016,1.96,1.96,1.96,1.96,0
AXU,06-Sep-2016,2.02,2.19,1.99,2.14,1457800
AXU,07-Sep-2016,2.15,2.18,2.05,2.18,577600
AXU,08-Sep-2016,2.19,2.19,2.07,2.12,507700
AXU,09-Sep-2016,2.11,2.11,1.93,1.96,825500
AXU,12-Sep-2016,1.9,2.12,1.8,2.02,849500
AXU,13-Sep-2016,2.04,2.04,1.81,1.93,965100
AXU,14-Sep-2016,1.94,1.99,1.91,1.96,391600
AXU,15-Sep-2016,1.97,1.99,1.87,1.9,314300
AXU,16-Sep-2016,1.85,1.96,1.84,1.94,413900
AXU,19-Sep-2016,2.02,2.02,1.81,1.83,635100
AXU,20-Sep-2016,1.83,1.83,1.76,1.78,482100
AXU,21-Sep-2016,1.82,1.95,1.77,1.95,797500
AXU,22-Sep-2016,2.01,2.06,1.8,1.85,1090000
AXU,23-Sep-2016,1.85,2.02,1.75,1.77,618300
AXU,26-Sep-2016,1.76,1.81,1.64,1.68,857900
AXU,27-Sep-2016,1.65,1.75,1.65,1.74,383400
AXU,28-Sep-2016,1.76,1.81,1.71,1.79,493300
AXU,29-Sep-2016,1.78,1.8,1.74,1.77,205700
AXU,30-Sep-2016,1.8,1.81,1.73,1.78,218000
AXU,03-Oct-2016,1.79,1.79,1.7,1.77,218500
AXU,04-Oct-2016,1.73,1.73,1.54,1.64,1082700
AXU,05-Oct-2016,1.59,1.67,1.5,1.58,674300
AXU,06-Oct-2016,1.5,1.54,1.45,1.5,674400
AXU,07-Oct-2016,1.54,1.62,1.5,1.57,471000
AXU,10-Oct-2016,1.63,1.65,1.59,1.61,192700
AXU,11-Oct-2016,1.6,1.61,1.5,1.52,204100
AXU,12-Oct-2016,1.52,1.58,1.5,1.58,135700
AXU,13-Oct-2016,1.58,1.61,1.53,1.61,222200
AXU,14-Oct-2016,1.6,1.62,1.55,1.57,184000
AXU,17-Oct-2016,1.57,1.6,1.52,1.56,202700
AXU,18-Oct-2016,1.6,1.76,1.57,1.75,571500
AXU,19-Oct-2016,1.79,1.9,1.78,1.86,563200
AXU,20-Oct-2016,1.86,1.9,1.8,1.83,430900
AXU,21-Oct-2016,1.84,1.85,1.78,1.82,181100
AXU,24-Oct-2016,1.82,1.87,1.68,1.7,418800
AXU,25-Oct-2016,1.72,1.8,1.69,1.72,564700
AXU,26-Oct-2016,1.71,1.79,1.69,1.79,290500
AXU,27-Oct-2016,1.79,1.85,1.74,1.75,213100
AXU,28-Oct-2016,1.75,1.85,1.75,1.83,314800
AXU,31-Oct-2016,1.84,1.84,1.73,1.76,222400
AXU,01-Nov-2016,1.82,1.85,1.79,1.81,245300
AXU,02-Nov-2016,1.89,1.96,1.85,1.87,526300
AXU,03-Nov-2016,1.9,1.97,1.86,1.93,500500
AXU,04-Nov-2016,1.96,1.96,1.81,1.86,235400
AXU,07-Nov-2016,1.83,1.84,1.69,1.77,460800
AXU,08-Nov-2016,1.8,1.87,1.7,1.77,400200
AXU,09-Nov-2016,1.87,1.91,1.77,1.83,512500
AXU,10-Nov-2016,1.72,1.8,1.55,1.62,1150500
AXU,11-Nov-2016,1.71,1.79,1.51,1.52,2036100
AXU,14-Nov-2016,1.5,1.56,1.27,1.52,1817700
AXU,15-Nov-2016,1.52,1.65,1.51,1.65,390400
AXU,16-Nov-2016,1.68,1.68,1.6,1.65,429800
AXU,17-Nov-2016,1.66,1.66,1.48,1.51,854000
AXU,18-Nov-2016,1.51,1.55,1.44,1.53,834100
AXU,21-Nov-2016,1.53,1.59,1.46,1.51,419300
AXU,22-Nov-2016,1.52,1.52,1.43,1.46,496300
AXU,23-Nov-2016,1.37,1.4,1.28,1.36,861400
AXU,24-Nov-2016,1.36,1.36,1.36,1.36,0
AXU,25-Nov-2016,1.32,1.36,1.3,1.31,286400
AXU,28-Nov-2016,1.36,1.39,1.32,1.39,437000
AXU,29-Nov-2016,1.37,1.38,1.31,1.34,289400
AXU,30-Nov-2016,1.37,1.38,1.28,1.3,661900
AXU,01-Dec-2016,1.3,1.32,1.21,1.3,641800
AXU,02-Dec-2016,1.29,1.39,1.28,1.39,464900
AXU,05-Dec-2016,1.4,1.44,1.34,1.42,505800
AXU,06-Dec-2016,1.42,1.44,1.36,1.4,221900
AXU,07-Dec-2016,1.41,1.45,1.38,1.4,485300
AXU,08-Dec-2016,1.42,1.5,1.42,1.47,420700
AXU,09-Dec-2016,1.47,1.47,1.37,1.38,379400
AXU,12-Dec-2016,1.41,1.46,1.38,1.43,272700
AXU,13-Dec-2016,1.44,1.44,1.4,1.43,175500
AXU,14-Dec-2016,1.44,1.46,1.36,1.37,303300
AXU,15-Dec-2016,1.29,1.31,1.22,1.25,844300
AXU,16-Dec-2016,1.24,1.33,1.23,1.33,476700
AXU,19-Dec-2016,1.3,1.31,1.18,1.19,680200
AXU,20-Dec-2016,1.16,1.25,1.1,1.22,747700
AXU,21-Dec-2016,1.22,1.27,1.19,1.25,327900
AXU,22-Dec-2016,1.25,1.27,1.23,1.24,276500
AXU,23-Dec-2016,1.25,1.26,1.21,1.22,193300
AXU,26-Dec-2016,1.22,1.22,1.22,1.22,0
AXU,27-Dec-2016,1.22,1.29,1.21,1.26,313600
AXU,28-Dec-2016,1.23,1.4,1.22,1.4,766600
AXU,29-Dec-2016,1.43,1.5,1.41,1.44,683500
AXU,30-Dec-2016,1.47,1.55,1.33,1.35,752400
AXU,01-Jan-2018,1.59,1.59,1.59,1.59,0
AXU,02-Jan-2018,1.65,1.72,1.55,1.67,586700
AXU,03-Jan-2018,1.68,1.69,1.56,1.63,446300
AXU,04-Jan-2018,1.61,1.64,1.56,1.56,292500
AXU,05-Jan-2018,1.61,1.61,1.54,1.56,298600
AXU,08-Jan-2018,1.57,1.58,1.47,1.52,482400
AXU,09-Jan-2018,1.52,1.53,1.43,1.43,600400
AXU,10-Jan-2018,1.46,1.5,1.43,1.43,241700
AXU,11-Jan-2018,1.49,1.49,1.44,1.49,439300
AXU,12-Jan-2018,1.53,1.62,1.51,1.61,369400
AXU,15-Jan-2018,1.61,1.61,1.61,1.61,0
AXU,16-Jan-2018,1.69,1.73,1.638,1.675,598000
AXU,17-Jan-2018,1.65,1.73,1.63,1.65,394400
AXU,18-Jan-2018,1.68,1.68,1.6,1.6,280900
AXU,19-Jan-2018,1.61,1.66,1.6,1.65,124200
AXU,22-Jan-2018,1.65,1.66,1.6,1.6,180600
AXU,23-Jan-2018,1.6,1.67,1.56,1.66,267300
AXU,24-Jan-2018,1.79,1.79,1.7,1.73,493200
AXU,25-Jan-2018,1.75,1.75,1.56,1.65,639900
AXU,26-Jan-2018,1.65,1.68,1.61,1.61,226300
AXU,29-Jan-2018,1.59,1.59,1.53,1.56,269400
AXU,30-Jan-2018,1.56,1.56,1.51,1.52,197000
AXU,31-Jan-2018,1.53,1.55,1.5,1.53,176200
AXU,01-Feb-2018,1.51,1.53,1.48,1.5,199500
AXU,02-Feb-2018,1.49,1.5,1.31,1.35,561000
AXU,05-Feb-2018,1.34,1.43,1.32,1.41,393000
AXU,06-Feb-2018,1.38,1.41,1.36,1.38,212900
AXU,07-Feb-2018,1.38,1.4,1.35,1.36,155900
AXU,08-Feb-2018,1.36,1.38,1.31,1.31,322700
AXU,09-Feb-2018,1.3,1.31,1.26,1.29,353500
AXU,12-Feb-2018,1.28,1.36,1.28,1.32,285700
AXU,13-Feb-2018,1.33,1.35,1.24,1.29,393800
AXU,14-Feb-2018,1.29,1.47,1.29,1.435,400600
AXU,15-Feb-2018,1.47,1.5,1.41,1.41,337200
AXU,16-Feb-2018,1.37,1.48,1.36,1.38,362200
AXU,19-Feb-2018,1.38,1.38,1.38,1.38,0
AXU,20-Feb-2018,1.4,1.4,1.27,1.31,366400
AXU,21-Feb-2018,1.3,1.38,1.3,1.33,224700
AXU,22-Feb-2018,1.36,1.37,1.33,1.345,142000
AXU,23-Feb-2018,1.33,1.37,1.31,1.31,244700
AXU,26-Feb-2018,1.33,1.4,1.33,1.39,294700
AXU,27-Feb-2018,1.38,1.38,1.32,1.37,198000
AXU,28-Feb-2018,1.35,1.36,1.3,1.3,220700
AXU,01-Mar-2018,1.29,1.32,1.27,1.31,308400
AXU,02-Mar-2018,1.32,1.35,1.29,1.32,340000
AXU,05-Mar-2018,1.31,1.35,1.3,1.33,275100
AXU,06-Mar-2018,1.34,1.47,1.34,1.43,527400
AXU,07-Mar-2018,1.43,1.44,1.38,1.4,191900
AXU,08-Mar-2018,1.4,1.45,1.38,1.42,145600
AXU,09-Mar-2018,1.42,1.46,1.41,1.43,183400
AXU,12-Mar-2018,1.4,1.44,1.4,1.41,211900
AXU,13-Mar-2018,1.4,1.44,1.4,1.415,121600
AXU,14-Mar-2018,1.4,1.42,1.35,1.36,145500
AXU,15-Mar-2018,1.4,1.42,1.32,1.42,277600
AXU,16-Mar-2018,1.41,1.41,1.35,1.35,228900
AXU,19-Mar-2018,1.35,1.37,1.33,1.36,152800
AXU,20-Mar-2018,1.36,1.36,1.32,1.35,327100
AXU,21-Mar-2018,1.38,1.43,1.37,1.43,373700
AXU,22-Mar-2018,1.41,1.41,1.37,1.4,186900
AXU,23-Mar-2018,1.43,1.48,1.4,1.42,382500
AXU,26-Mar-2018,1.47,1.47,1.41,1.43,295100
AXU,27-Mar-2018,1.41,1.41,1.36,1.4,166500
AXU,28-Mar-2018,1.36,1.4,1.31,1.31,475300
AXU,29-Mar-2018,1.31,1.35,1.31,1.35,146100
AXU,30-Mar-2018,1.35,1.35,1.35,1.35,0
AXU,02-Apr-2018,1.35,1.43,1.35,1.37,218300
AXU,03-Apr-2018,1.38,1.4,1.36,1.4,95100
AXU,04-Apr-2018,1.4,1.4,1.32,1.32,360000
AXU,05-Apr-2018,1.32,1.4,1.32,1.39,195700
AXU,06-Apr-2018,1.41,1.45,1.38,1.4,128600
AXU,09-Apr-2018,1.41,1.42,1.37,1.41,169000
AXU,10-Apr-2018,1.44,1.45,1.41,1.425,276500
AXU,11-Apr-2018,1.45,1.54,1.42,1.48,457100
AXU,12-Apr-2018,1.48,1.52,1.46,1.47,182800
AXU,13-Apr-2018,1.48,1.55,1.47,1.52,282100
AXU,16-Apr-2018,1.54,1.59,1.51,1.53,275000
AXU,17-Apr-2018,1.51,1.61,1.51,1.55,572800
AXU,18-Apr-2018,1.58,1.66,1.58,1.62,633600
AXU,19-Apr-2018,1.65,1.7,1.61,1.65,305800
AXU,20-Apr-2018,1.63,1.68,1.57,1.61,238300
AXU,23-Apr-2018,1.58,1.62,1.47,1.51,626700
AXU,24-Apr-2018,1.55,1.55,1.46,1.53,295300
AXU,25-Apr-2018,1.5,1.53,1.49,1.51,146800
AXU,26-Apr-2018,1.52,1.55,1.5,1.54,98400
AXU,27-Apr-2018,1.56,1.56,1.52,1.53,89900
AXU,30-Apr-2018,1.51,1.51,1.43,1.46,245700
AXU,01-May-2018,1.46,1.515,1.43,1.49,218300
AXU,02-May-2018,1.51,1.52,1.48,1.5,149200
AXU,03-May-2018,1.52,1.59,1.49,1.49,426200
AXU,04-May-2018,1.49,1.53,1.49,1.53,232900
AXU,07-May-2018,1.54,1.54,1.5,1.53,103400
AXU,08-May-2018,1.51,1.53,1.46,1.5,194300
